smoking,gender,age,education,weight,height,bmi
no,female,52,College or above,70.1,170.4,24.1
no,female,52,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
yes,female,75,HS or GED,88.5,155.6,36.6
yes,female,52,Some college / AA,61.0,154.0,25.7
no,male,27,Some college / AA,72.4,184.7,21.2
yes,male,65,HS or GED,106.7,172.4,35.9
yes,male,71,HS or GED,70.6,166.3,25.5
no,female,58,HS or GED,58.4,169.5,20.3
no,female,52,Some college / AA,94.1,159.9,36.8
no,male,45,College or above,73.8,169.6,25.7
yes,female,58,College or above,97.9,160.3,38.1
no,female,24,Some college / AA,53.4,149.4,23.9
yes,male,51,College or above,100.5,172.8,33.7
yes,female,36,9-11th grade,47.4,163.6,17.7
no,female,29,College or above,86.8,163.1,32.6
no,female,45,9-11th grade,74.3,163.2,27.9
no,male,18,Some college / AA,60.1,168.6,21.1
yes,male,77,HS or GED,83.9,170.9,28.7
no,female,22,Some college / AA,105.1,154.6,44.0
yes,female,71,Some college / AA,84.5,161.2,32.5
no,male,21,Some college / AA,92.5,166.9,33.2
no,male,63,HS or GED,82.9,185.5,24.1
yes,male,54,College or above,78.4,172.7,26.3
no,female,25,HS or GED,61.4,161.8,23.5
yes,female,51,Some college / AA,103.4,156.9,42.0
no,male,48,HS or GED,98.0,168.4,34.6
no,male,32,College or above,120.7,183.8,35.7
no,female,26,Some college / AA,59.5,169.1,20.8
yes,female,49,College or above,68.6,171.8,23.2
no,male,24,College or above,90.5,181.3,27.5
no,female,39,9-11th grade,63.4,157.4,25.6
yes,male,61,Some college / AA,107.0,174.6,35.1
yes,male,34,Some college / AA,63.7,166.5,23.0
no,female,26,Some college / AA,98.4,156.2,40.3
no,female,44,HS or GED,93.9,154.9,39.1
no,female,61,Some college / AA,86.3,169.5,30.0
yes,female,54,Some college / AA,71.3,149.1,32.1
yes,male,60,9-11th grade,72.2,168.1,25.6
no,male,41,College or above,74.8,169.0,26.2
no,female,24,College or above,52.2,162.6,19.7
no,female,54,Some college / AA,74.8,167.2,26.8
no,female,35,Some college / AA,112.5,170.2,38.8
no,female,32,Some college / AA,87.2,167.9,30.9
yes,male,28,Some college / AA,77.2,173.3,25.7
no,female,30,Some college / AA,81.3,159.3,32.0
yes,female,53,9-11th grade,66.2,164.4,24.5
yes,male,47,College or above,126.1,175.4,41.0
yes,male,22,Some college / AA,88.5,182.4,26.6
no,female,44,College or above,95.6,158.1,38.2
no,female,29,College or above,86.1,166.7,31.0
no,male,51,College or above,77.9,172.4,26.2
no,female,28,Some college / AA,65.1,167.9,23.1
no,male,31,9-11th grade,82.9,168.5,29.2
yes,female,28,Some college / AA,63.7,158.6,25.3
no,male,26,Some college / AA,126.3,170.9,43.2
no,male,65,Some college / AA,86.7,164.5,32.0
no,male,62,College or above,74.9,164.9,27.5
no,female,80,Some college / AA,51.1,147.1,23.6
no,male,55,Some college / AA,101.4,180.6,31.1
no,female,26,College or above,47.1,158.9,18.7
no,male,71,College or above,105.6,177.6,33.5
yes,male,34,HS or GED,74.8,179.6,23.2
no,male,52,Some college / AA,121.4,171.8,41.1
yes,male,71,HS or GED,105.8,173.1,35.3
no,male,29,College or above,79.0,186.8,22.6
no,male,59,HS or GED,86.3,169.3,30.1
yes,male,63,Some college / AA,109.4,176.1,35.3
no,female,39,Some college / AA,57.7,163.1,21.7
no,male,46,HS or GED,104.4,173.8,34.6
no,male,21,Some college / AA,68.0,172.2,22.9
no,female,50,9-11th grade,87.8,166.1,31.8
yes,female,59,Some college / AA,101.3,177.0,32.3
yes,male,64,HS or GED,49.7,164.7,18.3
yes,female,38,Some college / AA,96.3,154.4,40.4
no,male,38,Some college / AA,84.5,169.4,29.4
yes,male,29,College or above,84.4,178.6,26.5
yes,male,63,Some college / AA,79.1,170.0,27.4
no,female,43,9-11th grade,94.2,159.3,37.1
no,female,29,College or above,82.0,155.3,34.0
yes,male,54,Some college / AA,93.9,179.5,29.1
no,male,65,College or above,68.9,169.8,23.9
yes,female,48,College or above,78.2,161.6,29.9
yes,female,53,Some college / AA,92.0,161.0,35.5
yes,female,31,HS or GED,47.0,152.5,20.2
yes,male,26,Some college / AA,63.3,173.3,21.1
no,female,39,Some college / AA,79.8,155.4,33.0
no,male,60,Some college / AA,103.3,170.2,35.7
yes,male,19,Some college / AA,50.3,162.9,19.0
no,male,30,HS or GED,82.5,171.0,28.2
no,female,51,College or above,78.3,155.1,32.5
no,female,29,College or above,60.4,165.4,22.1
yes,male,43,9-11th grade,86.9,177.2,27.7
yes,male,42,9-11th grade,102.7,166.6,37.0
yes,female,44,HS or GED,98.5,159.8,38.6
no,female,77,Some college / AA,54.5,158.3,21.7
yes,female,44,College or above,84.1,163.0,31.7
no,male,19,Some college / AA,105.0,164.9,38.6
no,male,23,College or above,79.3,173.7,26.3
yes,male,60,College or above,80.0,169.2,27.9
no,male,66,Some college / AA,55.5,154.0,23.4
no,female,44,HS or GED,74.8,161.8,28.6
no,male,23,9-11th grade,67.9,176.0,21.9
no,male,18,Some college / AA,74.4,174.6,24.4
no,female,19,Some college / AA,55.2,164.6,20.4
no,female,63,Some college / AA,40.2,151.8,17.4
no,female,18,Some college / AA,56.1,157.2,22.7
no,female,51,Some college / AA,79.3,167.7,28.2
yes,male,80,Some college / AA,87.8,162.4,33.3
yes,male,50,9-11th grade,76.7,175.7,24.8
no,female,29,Some college / AA,61.5,155.9,25.3
yes,male,32,9-11th grade,65.0,183.5,19.3
yes,male,44,College or above,93.1,176.7,29.8
no,female,39,College or above,63.4,153.5,26.9
yes,female,32,HS or GED,103.1,163.8,38.4
no,male,48,Some college / AA,104.0,184.0,30.7
yes,male,62,Some college / AA,79.8,169.7,27.7
yes,male,72,Some college / AA,101.1,166.0,36.7
yes,male,46,HS or GED,68.6,171.6,23.3
no,male,62,Some college / AA,125.5,183.6,37.2
no,male,38,9-11th grade,64.7,157.3,26.1
no,female,22,Some college / AA,46.0,150.7,20.3
yes,male,65,College or above,84.6,177.1,27.0
no,female,45,College or above,62.9,154.6,26.3
no,female,19,Some college / AA,67.2,154.0,28.3
no,female,36,Some college / AA,124.5,176.7,39.9
no,male,31,HS or GED,71.6,162.4,27.1
yes,male,61,Some college / AA,91.7,165.6,33.4
yes,female,26,Some college / AA,93.3,172.0,31.5
yes,female,43,Some college / AA,74.1,164.0,27.6
yes,male,26,HS or GED,93.9,172.3,31.6
no,female,45,College or above,65.8,161.2,25.3
no,female,80,Some college / AA,60.1,149.5,26.9
yes,female,26,HS or GED,116.8,173.2,38.9
yes,female,39,College or above,52.6,163.4,19.7
yes,female,25,Some college / AA,80.3,163.8,29.9
no,female,40,Some college / AA,54.2,151.3,23.7
yes,male,51,Some college / AA,96.9,181.7,29.4
yes,male,55,9-11th grade,70.6,177.4,22.4
yes,male,63,9-11th grade,108.9,176.6,34.9
no,female,67,9-11th grade,41.2,138.4,21.5
no,male,21,9-11th grade,83.4,169.9,28.9
yes,male,23,HS or GED,121.6,174.0,40.2
no,female,25,College or above,54.6,163.7,20.4
no,male,57,College or above,113.6,180.4,34.9
no,male,52,Some college / AA,119.6,183.0,35.7
yes,female,67,HS or GED,66.3,152.8,28.4
no,female,53,HS or GED,52.3,163.2,19.6
yes,female,43,Some college / AA,60.5,169.3,21.1
no,male,23,College or above,71.3,178.6,22.4
no,male,33,Some college / AA,75.9,174.2,25.0
yes,male,41,College or above,70.1,174.2,23.1
no,female,40,HS or GED,60.8,144.9,29.0
yes,male,41,Some college / AA,51.8,166.9,18.6
no,female,28,Some college / AA,75.3,155.3,31.2
no,male,19,Some college / AA,70.9,169.7,24.6
yes,male,80,9-11th grade,107.8,175.7,34.9
no,female,63,Some college / AA,110.0,159.9,43.0
yes,male,74,HS or GED,107.6,176.0,34.7
no,female,80,9-11th grade,59.2,161.8,22.6
no,female,48,College or above,72.3,169.4,25.2
no,male,46,Some college / AA,61.1,161.3,23.5
yes,male,30,Some college / AA,89.7,182.6,26.9
no,female,54,9-11th grade,103.6,157.5,41.8
no,female,19,Some college / AA,89.3,161.1,34.4
yes,male,31,Some college / AA,117.5,179.7,36.4
yes,female,36,Some college / AA,68.9,159.8,27.0
no,female,49,College or above,86.5,164.0,32.2
yes,female,51,College or above,81.2,160.6,31.5
no,female,46,College or above,120.7,173.4,40.1
no,male,26,Some college / AA,83.5,178.0,26.4
no,female,34,College or above,65.9,160.6,25.6
no,male,76,College or above,100.7,178.4,31.6
no,male,40,College or above,132.8,191.2,36.3
no,female,59,Some college / AA,90.8,168.2,32.1
no,female,39,College or above,79.6,157.9,31.9
yes,female,56,Some college / AA,74.6,153.4,31.7
no,male,18,Some college / AA,75.3,172.2,25.4
no,female,46,HS or GED,99.1,157.8,39.8
no,female,43,Some college / AA,50.5,163.0,19.0
no,male,36,HS or GED,57.4,171.2,19.6
yes,male,22,HS or GED,115.6,182.4,34.7
yes,male,80,Some college / AA,74.1,162.9,27.9
no,female,64,9-11th grade,90.4,151.9,39.2
yes,female,22,HS or GED,59.4,161.4,22.8
no,male,39,College or above,79.6,179.3,24.8
no,male,47,HS or GED,108.5,174.6,35.6
yes,female,25,HS or GED,62.4,159.4,24.6
no,female,66,9-11th grade,80.9,150.6,35.7
yes,male,20,HS or GED,61.2,174.8,20.0
yes,male,41,9-11th grade,76.8,181.5,23.3
yes,female,68,HS or GED,71.4,160.0,27.9
yes,male,39,9-11th grade,116.5,163.1,43.8
no,male,68,College or above,82.3,169.6,28.6
yes,male,52,HS or GED,66.5,157.1,26.9
yes,male,69,Some college / AA,84.2,180.9,25.7
no,male,80,College or above,84.0,168.1,29.7
yes,female,62,9-11th grade,62.3,159.4,24.5
yes,female,80,Some college / AA,58.8,153.8,24.9
yes,female,35,Some college / AA,104.4,152.5,44.9
no,male,42,College or above,72.4,167.7,25.7
no,female,37,HS or GED,80.8,161.8,30.9
yes,male,80,HS or GED,66.0,154.8,27.5
yes,female,54,Some college / AA,110.4,165.6,40.3
no,male,21,Some college / AA,94.7,187.6,26.9
no,female,24,Some college / AA,68.5,160.7,26.5
no,female,37,College or above,69.7,178.0,22.0
yes,male,37,HS or GED,112.0,186.8,32.1
no,female,70,College or above,83.4,164.7,30.7
yes,male,55,HS or GED,121.5,176.9,38.8
no,female,31,College or above,63.3,168.2,22.4
yes,male,36,HS or GED,93.5,174.1,30.8
yes,male,80,College or above,59.0,165.6,21.5
no,male,21,HS or GED,85.2,171.7,28.9
yes,male,78,Some college / AA,79.7,157.1,32.3
no,male,37,College or above,76.0,169.0,26.6
no,female,60,HS or GED,66.8,152.7,28.6
yes,female,38,Some college / AA,66.4,172.8,22.2
yes,male,19,Some college / AA,73.4,176.6,23.5
yes,female,20,HS or GED,49.0,169.1,17.1
no,male,30,College or above,78.0,182.5,23.4
no,female,29,Some college / AA,50.9,157.1,20.6
no,male,49,Some college / AA,86.0,174.0,28.4
yes,female,41,Some college / AA,68.5,163.6,25.6
no,female,43,College or above,54.9,156.0,22.6
no,female,26,Some college / AA,94.0,165.3,34.4
yes,male,22,Some college / AA,103.0,183.5,30.6
no,female,80,Some college / AA,72.6,157.2,29.4
no,female,37,Some college / AA,78.8,162.0,30.0
no,female,53,9-11th grade,70.6,152.3,30.4
no,male,40,Some college / AA,99.5,172.4,33.5
no,female,80,College or above,55.8,156.5,22.8
no,male,44,College or above,101.6,172.8,34.0
no,female,72,HS or GED,82.8,168.1,29.3
no,male,54,HS or GED,83.1,163.2,31.2
no,male,46,9-11th grade,88.0,171.6,29.9
yes,female,70,Some college / AA,75.7,161.7,29.0
no,female,80,College or above,71.0,152.3,30.6
no,male,43,Some college / AA,103.9,168.5,36.6
yes,female,35,College or above,70.6,164.7,26.0
yes,male,60,9-11th grade,100.7,176.4,32.4
yes,male,80,Some college / AA,97.8,174.9,32.0
yes,female,30,9-11th grade,66.8,163.0,25.1
no,male,46,9-11th grade,60.1,169.2,21.0
yes,male,58,Some college / AA,80.0,178.2,25.2
no,male,41,9-11th grade,62.6,168.6,22.0
yes,male,59,College or above,117.3,173.0,39.2
no,female,18,Some college / AA,62.3,150.1,27.7
yes,female,60,College or above,72.8,168.8,25.5
no,female,39,College or above,56.6,157.6,22.8
no,female,80,Some college / AA,58.0,158.5,23.1
no,female,19,Some college / AA,63.1,155.0,26.3
yes,male,69,HS or GED,75.2,168.4,26.5
no,female,50,HS or GED,85.9,152.4,37.0
no,female,35,College or above,74.8,155.9,30.8
yes,female,48,College or above,62.7,167.8,22.3
no,female,46,Some college / AA,78.9,159.2,31.1
yes,male,42,HS or GED,95.6,176.9,30.5
yes,female,68,HS or GED,91.2,160.5,35.4
yes,female,55,HS or GED,63.8,164.5,23.6
yes,female,25,HS or GED,101.9,159.5,40.1
no,male,49,College or above,81.34267560889516,166.1428344791116,29.382197103497
yes,female,42,HS or GED,82.3,160.2,32.1
yes,female,23,College or above,64.4,161.0,24.8
yes,male,60,9-11th grade,96.5,171.5,32.8
yes,male,80,9-11th grade,64.5,167.7,22.9
no,female,47,9-11th grade,61.3,158.9,24.3
yes,female,50,HS or GED,53.7,151.6,23.4
no,female,66,Some college / AA,50.9,146.4,23.7
yes,male,19,Some college / AA,67.0,163.2,25.2
yes,male,47,College or above,69.7,167.9,24.7
yes,male,19,Some college / AA,55.7,166.0,20.2
no,male,20,HS or GED,59.8,173.6,19.8
no,female,51,9-11th grade,53.8,153.7,22.8
yes,female,34,9-11th grade,106.9,164.9,39.3
no,male,41,HS or GED,97.4,178.4,30.6
yes,female,48,HS or GED,101.7,177.6,32.2
no,male,31,College or above,92.4,169.5,32.2
yes,male,58,9-11th grade,80.0,177.4,25.4
no,male,60,9-11th grade,112.4,180.1,34.7
no,female,42,Some college / AA,64.6,149.6,28.9
no,female,51,HS or GED,77.6,151.7,33.7
yes,male,55,College or above,78.1,172.5,26.2
no,male,47,Some college / AA,88.0,169.0,30.8
no,female,57,College or above,58.7,161.9,22.4
yes,male,63,9-11th grade,65.5,167.3,23.4
no,female,34,College or above,71.3,170.4,24.6
no,female,59,College or above,69.1,161.5,26.5
no,male,72,College or above,84.2,181.7,25.5
yes,male,57,HS or GED,80.7,184.3,23.8
no,female,58,HS or GED,66.1,148.9,29.8
no,female,51,Some college / AA,77.6,155.8,32.0
yes,male,71,9-11th grade,78.4,164.0,29.1
no,female,64,Some college / AA,53.6,154.5,22.5
no,male,44,College or above,106.1,180.7,32.5
no,female,46,HS or GED,63.8,161.3,24.5
no,female,74,College or above,82.0,147.1,37.9
yes,female,60,HS or GED,69.5,169.5,24.2
no,male,33,College or above,73.7,179.6,22.8
yes,male,48,Some college / AA,93.1,171.6,31.6
yes,male,36,HS or GED,75.0,169.8,26.0
no,male,26,HS or GED,74.4,183.2,22.2
no,female,63,Some college / AA,93.2,162.3,35.4
no,female,48,Some college / AA,87.4,165.4,31.9
no,female,19,Some college / AA,75.9,164.7,28.0
no,female,59,College or above,57.4,156.6,23.4
yes,male,53,HS or GED,85.6,175.1,27.9
no,female,55,College or above,93.2,166.6,33.6
no,male,18,Some college / AA,73.6,187.3,21.0
no,female,28,9-11th grade,69.6,162.1,26.5
no,male,29,College or above,83.1,180.1,25.6
no,female,80,9-11th grade,66.2,152.2,28.6
no,male,70,College or above,93.9,167.7,33.4
no,male,47,College or above,92.8,175.2,30.2
no,female,59,HS or GED,99.2,159.7,38.9
yes,male,50,College or above,59.0,180.5,18.1
no,male,35,College or above,69.6,179.6,21.6
no,female,34,College or above,79.7,148.9,35.9
no,male,35,HS or GED,81.4,176.9,26.0
no,male,80,HS or GED,77.8,166.8,28.0
yes,female,35,Some college / AA,72.1,162.8,27.2
no,female,75,Some college / AA,63.0,162.6,23.8
no,female,55,Some college / AA,78.4,160.2,30.5
no,female,58,Some college / AA,74.7,154.8,31.2
no,female,26,Some college / AA,72.1,158.4,28.7
yes,female,25,HS or GED,87.7,170.8,30.1
no,female,48,College or above,66.6,170.7,22.9
no,female,38,College or above,71.6,163.0,26.9
no,female,57,Some college / AA,90.2,164.8,33.2
no,female,80,Some college / AA,60.1,163.6,22.5
no,female,80,HS or GED,67.4,153.5,28.6
yes,female,76,Some college / AA,85.5,156.2,35.0
no,male,19,Some college / AA,70.5,187.9,20.0
yes,male,53,HS or GED,90.2,178.2,28.4
no,male,19,Some college / AA,92.9,176.4,29.9
yes,female,55,Some college / AA,133.3,184.1,39.3
no,female,36,Some college / AA,92.9,174.3,30.6
no,female,80,HS or GED,50.7,161.0,19.6
no,male,19,Some college / AA,71.6,179.4,22.2
no,male,23,Some college / AA,60.4,183.6,17.9
no,male,51,Some college / AA,99.2,167.3,35.4
no,male,66,HS or GED,74.5,162.3,28.3
no,male,80,Some college / AA,76.9,165.5,28.1
no,female,49,College or above,60.6,166.2,21.9
no,female,51,Some college / AA,59.9,158.1,24.0
yes,female,48,Some college / AA,55.4,162.4,21.0
no,male,34,Some college / AA,73.1,161.4,28.1
no,female,63,Some college / AA,63.6,159.0,25.2
no,female,62,HS or GED,98.1,149.1,44.1
yes,male,80,Some college / AA,70.3,175.7,22.8
yes,male,19,Some college / AA,106.2,171.1,36.3
no,male,48,College or above,114.3,182.0,34.5
no,female,30,College or above,82.0,167.7,29.2
yes,male,80,College or above,63.3,171.4,21.5
no,male,24,HS or GED,86.6,179.7,26.8
yes,male,80,HS or GED,85.6,177.4,27.2
yes,female,80,Some college / AA,54.3,162.4,20.6
yes,female,34,College or above,63.7,161.8,24.3
no,female,80,Some college / AA,50.9,161.6,19.5
no,female,42,College or above,99.7,161.2,38.4
no,female,23,9-11th grade,56.2,161.9,21.4
no,female,20,Some college / AA,45.2,154.5,18.9
no,female,68,College or above,89.8,154.7,37.5
yes,female,44,9-11th grade,62.1,163.7,23.2
yes,female,25,HS or GED,59.5,165.9,21.6
no,female,31,HS or GED,79.9,162.2,30.4
yes,male,66,Some college / AA,97.8,177.3,31.1
no,female,37,HS or GED,115.5,167.2,41.3
yes,female,45,Some college / AA,100.8,170.9,34.5
yes,female,66,9-11th grade,103.6,169.0,36.3
yes,female,25,College or above,77.7,167.1,27.8
no,male,19,Some college / AA,56.4,168.4,19.9
no,male,23,College or above,92.7,188.1,26.2
no,female,19,Some college / AA,48.4,157.9,19.4
yes,female,62,HS or GED,74.5,158.6,29.6
yes,male,75,9-11th grade,82.4,171.2,28.1
yes,male,29,9-11th grade,103.7,172.5,34.8
yes,male,59,College or above,69.3,173.4,23.0
no,male,18,Some college / AA,64.6,170.9,22.1
yes,male,80,Some college / AA,69.3,169.0,24.3
no,female,47,HS or GED,52.0,152.1,22.5
no,female,60,College or above,71.2,153.9,30.1
no,male,60,College or above,83.3,182.8,24.9
yes,female,42,HS or GED,62.0,151.3,27.1
no,male,19,Some college / AA,81.4,166.6,29.3
no,male,44,College or above,74.6,172.1,25.2
no,male,30,College or above,96.2,188.8,27.0
yes,female,27,College or above,63.0,172.2,21.2
yes,female,39,Some college / AA,99.2,167.2,35.5
no,female,23,Some college / AA,64.0,156.3,26.2
no,male,72,College or above,52.1,175.3,17.0
yes,female,47,College or above,57.2,159.1,22.6
no,female,35,College or above,76.0,167.0,27.3
no,male,64,9-11th grade,81.34267560889516,166.1428344791116,29.382197103497
no,male,38,College or above,71.9,182.1,21.7
no,female,56,College or above,90.8,172.3,30.6
yes,male,41,HS or GED,83.3,180.2,25.7
no,female,64,HS or GED,71.7,164.7,26.4
no,female,24,HS or GED,92.4,164.9,34.0
no,female,63,9-11th grade,84.6,144.6,40.5
yes,female,58,Some college / AA,110.7,172.6,37.2
yes,male,55,HS or GED,84.0,178.3,26.4
no,male,46,College or above,92.1,184.9,26.9
no,female,18,Some college / AA,78.8,159.9,30.8
no,female,58,College or above,77.2,167.1,27.6
yes,male,20,9-11th grade,61.8,171.4,21.0
yes,male,57,Some college / AA,102.6,168.9,36.0
no,female,25,Some college / AA,47.4,160.9,18.3
yes,male,71,HS or GED,68.2,162.2,25.9
no,female,69,College or above,58.4,162.7,22.1
no,female,33,College or above,78.8,164.5,29.1
no,female,55,College or above,67.5,161.6,25.8
no,female,72,College or above,67.4,163.6,25.2
yes,male,66,Some college / AA,106.6,179.7,33.0
no,female,45,College or above,56.2,153.9,23.7
yes,male,66,9-11th grade,88.2,164.7,32.5
yes,male,60,College or above,93.0,167.8,33.0
no,female,33,Some college / AA,82.9,155.7,34.2
no,male,25,College or above,58.8,150.8,25.9
yes,female,57,HS or GED,108.7,170.2,37.5
yes,male,61,Some college / AA,79.8,178.1,25.2
no,female,48,College or above,53.8,160.2,21.0
no,female,46,College or above,96.4,162.3,36.6
no,female,50,HS or GED,91.4,169.4,31.9
no,male,29,College or above,60.8,178.2,19.1
no,male,54,College or above,97.7,183.1,29.1
yes,female,51,College or above,86.2,163.4,32.3
yes,male,67,HS or GED,83.1,177.4,26.4
yes,female,35,Some college / AA,50.8,157.1,20.6
no,male,43,College or above,77.1,167.2,27.6
no,female,45,HS or GED,82.5,154.2,34.7
no,female,39,Some college / AA,128.3,170.1,44.3
yes,male,58,Some college / AA,87.9,182.5,26.4
no,female,24,College or above,67.8,162.0,25.8
no,female,38,HS or GED,65.2,163.3,24.4
yes,male,34,College or above,58.1,169.6,20.2
yes,male,55,HS or GED,105.1,177.7,33.3
yes,female,51,9-11th grade,55.2,161.0,21.3
yes,male,80,HS or GED,86.2,179.7,26.7
yes,female,32,9-11th grade,73.1,146.2,34.2
no,male,31,Some college / AA,79.5,177.9,25.1
no,female,39,College or above,119.3,163.4,44.7
yes,male,29,HS or GED,58.9,173.4,19.6
no,male,61,Some college / AA,93.9,184.0,27.7
yes,male,42,HS or GED,75.2,164.0,28.0
yes,male,61,9-11th grade,86.7,179.6,26.9
no,female,23,College or above,54.8,165.2,20.1
yes,female,67,HS or GED,92.8,153.1,39.6
yes,male,63,HS or GED,89.6,175.9,29.0
yes,male,38,HS or GED,65.7,175.4,21.4
yes,male,40,9-11th grade,64.4,172.8,21.6
no,male,59,College or above,66.8,161.7,25.5
yes,male,40,9-11th grade,101.3,180.0,31.3
no,male,18,Some college / AA,122.0,172.9,40.8
yes,male,40,Some college / AA,77.1,172.3,26.0
no,male,22,College or above,59.8,171.8,20.3
no,female,18,Some college / AA,44.8,159.2,17.7
yes,female,38,Some college / AA,89.1,163.6,33.3
yes,female,49,Some college / AA,61.9,166.2,22.4
no,male,76,Some college / AA,94.1,176.2,30.3
no,female,66,Some college / AA,67.5,159.2,26.6
no,male,30,College or above,69.7,179.7,21.6
no,female,54,HS or GED,81.8,167.3,29.2
no,female,35,Some college / AA,77.7,163.7,29.0
no,female,33,Some college / AA,66.3,160.8,25.6
no,male,34,Some college / AA,81.8,183.7,24.2
no,female,65,College or above,85.7,170.7,29.4
yes,male,31,Some college / AA,91.5,181.2,27.9
no,male,19,Some college / AA,77.5,179.9,23.9
no,male,33,College or above,68.5,171.9,23.2
yes,male,37,HS or GED,97.2,166.7,35.0
no,female,18,Some college / AA,84.2,151.3,36.8
no,female,26,HS or GED,97.0,158.8,38.5
yes,male,73,HS or GED,77.4,156.5,31.6
no,male,66,College or above,104.0,173.2,34.7
yes,female,51,9-11th grade,124.3,169.0,43.5
yes,female,75,Some college / AA,70.5,157.7,28.3
yes,female,42,HS or GED,81.8,169.2,28.6
no,female,26,College or above,81.3,168.7,28.6
yes,male,39,Some college / AA,111.0,178.6,34.8
yes,male,29,Some college / AA,114.7,174.2,37.8
no,female,19,Some college / AA,64.2,166.5,23.2
no,male,21,Some college / AA,61.6,168.6,21.7
no,male,40,Some college / AA,94.2,176.9,30.1
yes,female,56,Some college / AA,66.3,151.2,29.0
no,female,61,HS or GED,49.7,154.1,20.9
no,female,36,HS or GED,68.9,153.9,29.1
yes,male,61,Some college / AA,89.1,167.5,31.8
yes,male,65,College or above,75.6,154.3,31.8
no,female,40,College or above,66.5,155.7,27.4
yes,female,47,College or above,60.4,157.4,24.4
no,male,27,College or above,69.9,170.3,24.1
yes,male,41,HS or GED,126.0,183.4,37.5
no,female,64,College or above,74.5,159.6,29.2
no,male,19,Some college / AA,115.0,181.1,35.1
yes,male,40,Some college / AA,85.0,176.3,27.3
no,female,49,HS or GED,72.5,159.4,28.5
yes,female,23,9-11th grade,103.0,164.9,37.9
no,male,35,Some college / AA,81.4,185.7,23.6
no,female,56,Some college / AA,79.9,161.5,30.6
no,male,61,College or above,106.2,181.6,32.2
yes,female,61,HS or GED,101.0,153.9,42.6
yes,male,80,Some college / AA,72.5,168.4,25.6
no,female,32,College or above,51.6,148.3,23.5
yes,male,63,Some college / AA,87.5,173.7,29.0
no,female,80,HS or GED,72.8,160.6,28.2
yes,male,63,HS or GED,82.6,171.0,28.2
no,male,22,HS or GED,87.9,176.0,28.4
yes,male,69,9-11th grade,81.34267560889516,173.9,29.382197103497
yes,male,72,Some college / AA,97.4,166.4,35.2
no,male,20,Some college / AA,97.0,190.8,26.6
yes,male,74,9-11th grade,75.3,169.6,26.2
no,male,56,HS or GED,82.3,184.1,24.3
no,male,50,College or above,99.6,187.9,28.2
yes,female,80,Some college / AA,66.3,162.0,25.3
no,male,41,Some college / AA,118.3,183.5,35.1
yes,male,30,College or above,63.3,159.1,25.0
yes,female,58,Some college / AA,91.0,159.4,35.8
no,male,57,Some college / AA,109.6,181.0,33.5
no,male,23,Some college / AA,73.6,176.1,23.7
no,male,18,Some college / AA,65.0,171.8,22.0
no,female,42,Some college / AA,109.2,158.6,43.4
yes,female,63,HS or GED,103.0,168.8,36.1
no,female,26,Some college / AA,82.9,161.8,31.7
yes,male,56,College or above,83.0,169.7,28.8
no,male,18,Some college / AA,72.6,179.0,22.7
yes,male,31,Some college / AA,85.2,176.4,27.4
no,male,29,Some college / AA,69.1,172.8,23.1
no,male,61,HS or GED,97.4,176.9,31.1
yes,male,80,HS or GED,72.9,165.4,26.6
no,male,73,College or above,69.1,172.0,23.4
yes,female,48,Some college / AA,70.6,159.9,27.6
no,male,60,College or above,105.1,179.0,32.8
no,male,69,HS or GED,93.1,164.9,34.2
yes,male,33,HS or GED,71.8,179.3,22.3
no,male,64,Some college / AA,94.3,177.1,30.1
no,female,24,Some college / AA,72.1,174.3,23.7
yes,male,50,Some college / AA,121.9,185.2,35.5
yes,male,51,HS or GED,53.7,168.6,18.9
yes,male,57,9-11th grade,77.0,175.5,25.0
no,female,18,Some college / AA,113.2,159.8,44.3
yes,female,59,College or above,72.9,169.9,25.3
no,male,55,Some college / AA,79.5,178.3,25.0
yes,male,69,Some college / AA,104.0,164.3,38.5
yes,male,64,9-11th grade,72.0,173.1,24.0
no,male,29,Some college / AA,95.2,168.0,33.7
no,female,37,College or above,50.1,152.2,21.6
yes,male,63,9-11th grade,81.2,167.2,29.0
no,female,48,Some college / AA,67.5,158.1,27.0
yes,male,77,Some college / AA,110.3,172.3,37.2
no,female,27,Some college / AA,56.7,150.2,25.1
no,female,47,Some college / AA,63.7,161.3,24.5
no,female,47,Some college / AA,95.3,165.5,34.8
yes,male,47,Some college / AA,52.5,181.0,16.0
yes,female,65,HS or GED,47.2,158.9,18.7
yes,female,71,HS or GED,57.9,164.8,21.3
yes,female,20,Some college / AA,46.5,160.7,18.0
no,female,30,Some college / AA,86.5,177.0,27.6
no,female,33,College or above,71.2,149.5,31.9
no,female,31,HS or GED,66.9,159.6,26.3
no,female,64,College or above,69.6,149.5,31.1
yes,male,63,College or above,82.9,166.8,29.8
no,female,39,College or above,80.0,158.8,31.7
yes,female,42,College or above,76.9,147.6,35.3
no,female,26,College or above,92.4,183.4,27.5
no,female,75,Some college / AA,68.8,153.8,29.1
no,female,49,HS or GED,53.9,156.9,21.9
yes,male,29,College or above,81.6,173.8,27.0
yes,female,80,HS or GED,79.7,154.4,33.4
no,female,22,College or above,88.6,153.9,37.4
no,male,77,Some college / AA,104.2,175.5,33.8
no,female,80,College or above,49.4,150.7,21.8
yes,male,62,9-11th grade,101.7,168.6,35.8
